headline,url,category,content,cluster,cluster_name
Carney lands in Washington ahead of meeting with Trump,https://www.cbc.ca/player/play/video/9.6749063,sport,,1,business
Trump calls CUSMA 'a good deal for everybody',https://www.cbc.ca/player/play/video/9.6750061,sport,,1,business
Conservative Damien Kurek says he'll step aside for Poilievre  but by law he has to wait,https://www.cbc.ca/news/politics/damien-kurek-poilievre-byelection-1.7526895,politics,,2,arts/culture/celebrities
Carney arrives at White House for meeting with Trump,https://www.cbc.ca/player/play/video/9.6749930,sport,,1,business
Poilievre speaks to reporters for the first time since election seat loss,https://www.cbc.ca/player/play/video/9.6749647,sport,,2,arts/culture/celebrities
Carney mouths 'never' several times responding to Trump's 51st state idea,https://www.cbc.ca/player/play/video/9.6750172,sport,,1,business
Carney says he pressed the case for tariffs to be lifted in meeting with Trump,https://www.cbc.ca/player/play/video/9.6750346,sport,,1,business
"Canada wont ever be for sale, Carney tells Trump at White House",https://www.cbc.ca/player/play/video/9.6750050,sport,,1,business
Carney arrives in Washington for high-stakes Trump meeting,https://www.cbc.ca/player/play/video/9.6749360,sport,,1,business
Can Carney avoid a Canada-U.S. trade war with Trump? | About That,https://www.cbc.ca/player/play/video/9.6749289,sport,,1,business
What went down in Carney and Trump's Oval Office meeting,https://www.cbc.ca/player/play/video/9.6750156,sport,,1,business
"Grand Theft Auto VI delayed until 2026, extending wait for highly anticipated game",https://www.cbc.ca/news/entertainment/gta-vi-release-delayed-1.7525051,culture,,2,arts/culture/celebrities
Trump says U.S. will be friends with Canada regardless of anything,https://www.cbc.ca/player/play/video/9.6750169,sport,,1,business
Rust opens in theatres more than three years after on-set shooting of cinematographer,https://www.cbc.ca/news/entertainment/rust-baldwin-theatrical-release-1.7525545,culture,,2,arts/culture/celebrities
Films with Manitoba connections at Hot Docs range from surreal animation to history of 2SLGBTQ+ rights,https://www.cbc.ca/news/canada/manitoba/winnipeg-hot-docs-film-festival-1.7524057,politics,,2,arts/culture/celebrities
Piggy reunion show to steal Haligonians' heculture all over again,https://www.cbc.ca/news/canada/nova-scotia/piggy-band-halifax-reunion-show-1.7520474,politics,,2,arts/culture/celebrities
"Met Gala celebrates Black menswear and dandyism, includes Rihanna pregnancy surprise",https://www.cbc.ca/news/entertainment/met-gala-2025-1.7527132,culture,,2,arts/culture/celebrities
The 2025 Met Gala makes a serious fashion statement with a theme exploring Black style,https://www.cbc.ca/news/entertainment/met-gala-black-dandyism-theme-1.7522140,culture,,2,arts/culture/celebrities
Novelist Percival Everett and playwright Branden Jacobs-Jenkins among Pulitzer winners in the culture,https://www.cbc.ca/news/entertainment/james-purpose-pulitzer-prize-1.7526988,culture,,2,arts/culture/celebrities
"Russell Brand given bail after London court appearance for rape, sexual assault charges",https://www.cbc.ca/news/entertainment/russell-brand-court-rape-1.7524728,culture,,2,arts/culture/celebrities
Brazil police foil bomb plot targeting Lady Gaga concert in Rio with over 2M attendees,https://www.cbc.ca/news/world/brazil-lady-gaga-bomb-plot-1.7526180,politics,,2,arts/culture/celebrities
A terrifying childhood encounter forever changed Jason Eisener's filmmaking career,https://www.cbc.ca/news/canada/nova-scotia/jason-eisener-dark-side-of-the-ring-1.7525836,politics,,2,arts/culture/celebrities
Scheer takes over parliamentary leadership duties for Conservative Party,https://www.cbc.ca/player/play/video/9.6750484,sport,,2,arts/culture/celebrities
Sean (Diddy) Combs sex trafficking trial begins with jury selection,https://www.cbc.ca/news/entertainment/sean-combs-jury-selection-1.7526511,culture,,2,arts/culture/celebrities
Carney says he asked Trump to stop calling Canada the 51st state,https://www.cbc.ca/player/play/video/9.6750343,sport,,1,business
'Don't shut up': Canadian auto sector's strategy to fight Trump tariffs,https://www.cbc.ca/news/canada/windsor/trump-tariffs-auto-canada-pculture-media-strategy-us-change-1.7523389,politics,,1,business
"Bryan Adams to help kick off Departure Festival, a reimagined Canadian Music Week",https://www.cbc.ca/news/canada/toronto/departure-festival-bryan-adams-1.7527675,politics,,2,arts/culture/celebrities
Must-see red carpet looks from the 2025 Met Gala,https://www.cbc.ca/life/style/met-gala-red-carpet-fashion-2025-1.7527089,culture,,2,arts/culture/celebrities
"Canadian Tire is bidding on Hudson's Bay assets, according to sources",https://www.cbc.ca/news/business/canadian-tire-hbc-bid-1.7523683,business,,2,arts/culture/celebrities
GameStop Canada to be rebranded EB Games after acquisition by Quebec toymaker,https://www.cbc.ca/news/business/gamestop-canada-eb-games-acquisition-1.7527431,business,,2,arts/culture/celebrities
Tesla board chair denies reports company was looking to replace Elon Musk,https://www.cbc.ca/news/business/tesla-musk-replacement-response-1.7523534,business,,2,arts/culture/celebrities
CUSMA-compliant auto pculture won't be hit with tariffs,https://www.cbc.ca/news/world/us-cbp-cusma-auto-pculture-tariffs-1.7524359,politics,,2,arts/culture/celebrities
Canada Post workers could strike again soon. Here's why,https://www.cbc.ca/news/business/canada-post-possible-strike-again-1.7524833,business,,2,arts/culture/celebrities
"Hudson's Bay backtracks on cutting workers' commission pay, but still won't offer severance",https://www.cbc.ca/news/business/hudson-s-bay-commission-1.7526339,business,,2,arts/culture/celebrities
Aritzia plans to move some of its production away from China amid tariff threats,https://www.cbc.ca/news/business/aritzia-production-china-1.7524753,business,,3,sports
"One year after the Trans Mountain Pipeline expansion, why isn't it full?",https://www.cbc.ca/news/canada/calgary/one-year-after-the-trans-mountain-pipeline-expansion-why-isn-t-it-full-1.7525284,politics,,2,arts/culture/celebrities
"Air Canada took couple to court rather than pay $2K compensation. A year later, it gave in",https://www.cbc.ca/news/business/air-canada-court-compensation-1.7524311,business,,2,arts/culture/celebrities
Are U.S. ports ghost towns thanks to Trumps tariffs?,https://www.cbc.ca/player/play/video/9.6745337,sport,,1,business
"GM to lay off 750 workers at Oshawa plant, citing U.S. tariffs: union president",https://www.cbc.ca/news/canada/toronto/oshawa-general-motors-plant-cutting-jobs-union-says-1.7524665,politics,,2,arts/culture/celebrities
Sudan to cut ties with United Arab Emirates over alleged RSF support,https://www.theguardian.com/politics/2025/may/06/sudan-to-cut-ties-with-united-arab-emirates-over-alleged-rsf-support,politics,,2,arts/culture/celebrities
Rwandan talks with US over deported migrants are chance to expand its influence,https://www.theguardian.com/politics/2025/may/06/us-talks-rwanda-expand-geopolitical-influence,politics,,2,arts/culture/celebrities
"Nigerians, Pakistanis and Sri Lankans face UK student visa crackdown",https://www.theguardian.com/uk-news/2025/may/06/nigeria-pakistan-sri-lanka-face-uk-student-visa-crackdown,politics,,0,politics
Drone strikes hit Port Sudan airport and army base in third day of attacks,https://www.theguardian.com/politics/2025/may/06/drone-strikes-hit-port-sudan-airport-army-base-third-day-attacks,politics,,3,sports
Rwanda says talks underway with US to host deported migrants,https://www.theguardian.com/politics/2025/may/06/rwanda-us-migrants-deportation,politics,,2,arts/culture/celebrities
Sudan fails in attempt to make UAE accountable for acts of genocide,https://www.theguardian.com/law/2025/may/05/sudan-fails-in-attempt-to-make-uae-accountable-for-acts-of-genocide,politics,,2,arts/culture/celebrities
Rubio says Venezuelans sheltering at Argentinian embassy rescued by US,https://www.theguardian.com/politics/2025/may/06/venezuela-maduro-argentinian-embassy,politics,,2,arts/culture/celebrities
Identity of second man illegally deported to El Salvador prison revealed,https://www.theguardian.com/us-news/2025/may/06/trump-el-salvador-deportation-lozano-camargo,politics,,2,arts/culture/celebrities
Trump says we just want to be friends as Canada PM torpedoes 51st state idea,https://www.theguardian.com/us-news/2025/may/06/trump-mark-carney-canada-meeting,politics,,1,business
Trump and Carney to meet at White House in closely watched encounter,https://www.theguardian.com/politics/2025/may/06/trump-carney-meeting-white-house,politics,,1,business
Gold mining suspended in Perus north after 13 miners killed,https://www.theguardian.com/politics/2025/may/05/perus-north-miners-killed,politics,,2,arts/culture/celebrities
Search for two young children missing in Canadian forest enters fourth day,https://www.theguardian.com/politics/2025/may/05/canada-missing-children-nova-scotia,politics,,2,arts/culture/celebrities
Measles cases hit six-year high in South Korea amid outbreaks across south-east Asia,https://www.theguardian.com/politics/2025/may/07/measles-cases-hit-six-year-high-in-south-korea-amid-outbreaks-across-south-east-asia,politics,,2,arts/culture/celebrities
New Zealands prime minister proposes social media ban for under-16s,https://www.theguardian.com/politics/2025/may/06/new-zealand-pm-luxon-social-media-ban-children,politics,,3,sports
Rights groups condemn arrest of Hong Kong activist Anna Kwoks father and brother,https://www.theguardian.com/politics/2025/may/05/anna-kwok-father-brother-arrested-hong-kong,politics,,2,arts/culture/celebrities
Singapore ruling party wins election in landslide,https://www.theguardian.com/politics/2025/may/03/singapore-ruling-party-wins-election-in-landslide,politics,,2,arts/culture/celebrities
South Koreas conservatives pick hardline Kim Moon-soo as presidential candidate,https://www.theguardian.com/politics/2025/may/03/south-koreas-conservatives-pick-hardline-kim-moon-soo-as-presidential-candidate,politics,,2,arts/culture/celebrities
A cocktail for a misinformed politics: why China and Russia are cheering Trumps attacks on media,https://www.theguardian.com/global-development/ng-interactive/2025/may/03/a-cocktail-for-a-misinformed-politics-why-china-and-russia-are-cheering-trumps-attacks-on-us-media,politics,,3,sports
Australia news live: Greens refuse to concede Bandt has lost seat; Dutton to maintain graceful silence after exit from politics,https://www.theguardian.com/australia-news/live/2025/may/07/australia-news-live-flu-election-undecided-seats-kooyong-monique-ryan-melbourne-adam-bandt-greens-liberal-leadership-anthony-albanese-ntwnfb,politics,,3,sports
I was terrified: security guard in charge tells Bondi stabbings inquest communication difficulties caused delay in warning,https://www.theguardian.com/australia-news/2025/may/07/bondi-junction-stabbing-inquest-security-guard-communication-delays-public-announcement-evidence-ntwnfb,politics,,2,arts/culture/celebrities
"Adam Bandt projected to lose Melbourne seat, leaving federal Greens without a leader",https://www.theguardian.com/australia-news/2025/may/07/adam-bandt-projected-to-lose-melbourne-seat-leaving-federal-greens-without-a-leader,politics,,2,arts/culture/celebrities
"Erin Patterson discharged herself five minutes after doctor warned she may have death cap mushroom poisoning, court hears",https://www.theguardian.com/australia-news/2025/may/07/don-gail-patterson-daughter-evidence-mushroom-lunch-murder-trial-ntwnfb,politics,,2,arts/culture/celebrities
Erin Patterson trial day seven  as it happened,https://www.theguardian.com/australia-news/live/2025/may/07/erin-patterson-trial-live-witnesses-to-continue-giving-evidence-on-day-seven-of-mushroom-cooks-trial-ntwnfb,politics,,2,arts/culture/celebrities
More than 40% of electricity used in Australias main power grid at start of year was renewable,https://www.theguardian.com/australia-news/2025/may/07/more-than-40-of-electricity-used-in-australias-main-power-grid-at-start-of-year-was-renewable,politics,,2,arts/culture/celebrities
Conclave live: Catholic cardinals from around the politics gather to elect new pope,https://www.theguardian.com/politics/live/2025/may/07/new-pope-conclave-catholic-cardinals-papacy-vote-white-black-smoke-latest-live-news,politics,,3,sports
Danish firm shelves huge UK windfarm project over rising costs,https://www.theguardian.com/business/2025/may/07/danish-firm-shelves-huge-uk-windfarm-project-over-rising-costs,politics,,0,politics
Netherlands urges review of EU-Israel trade deal over catastrophic Gaza aid block,https://www.theguardian.com/politics/2025/may/07/netherlands-urges-review-of-eu-israel-trade-deal-over-catastrophic-gaza-aid-block,politics,,2,arts/culture/celebrities
Biden accuses Trump of modern-day appeasement towards Russia,https://www.theguardian.com/us-news/2025/may/07/biden-accuses-trump-of-modern-day-appeasement-towards-russia,politics,,3,sports
Russian drone strike caused tens of millions worth of damage to Chornobyl,https://www.theguardian.com/politics/2025/may/07/russian-drone-strike-caused-tens-of-millions-worth-of-damage-to-chornobyl,politics,,2,arts/culture/celebrities
Friedrich Merz calls for US to stay out of German politics,https://www.theguardian.com/politics/2025/may/06/friedrich-merz-warns-the-us-to-stay-out-of-germanys-politics,politics,,3,sports
"Aid agencies criticise Israeli plan to take over Gaza humanitarian assistance amid looting, theft and violence  Middle East crisis live",https://www.theguardian.com/politics/live/2025/may/07/israel-gaza-palestine-middle-east-benjamin-netanyahu-hamas-live-latest-news,politics,,2,arts/culture/celebrities
"Desperate, traumatised people: Gaza faces wave of looting, theft and violence",https://www.theguardian.com/politics/2025/may/07/desperate-traumatised-people-gaza-faces-wave-of-looting-theft-and-violence,politics,,2,arts/culture/celebrities
Senior Tory MPs and peers break ranks to call for recognition of Palestine,https://www.theguardian.com/politics/2025/may/06/senior-tory-mps-break-ranks-to-call-for-recognition-of-palestinian-state,politics,,2,arts/culture/celebrities
"Gaza will be entirely destroyed, Israeli minister says",https://www.theguardian.com/politics/2025/may/06/hamas-israel-hunger-war-in-gaza,politics,,2,arts/culture/celebrities
US agrees ceasefire with Houthis in Yemen after dozens killed in airstrikes,https://www.theguardian.com/politics/2025/may/06/us-to-halt-bombing-campaign-against-houthis-in-yemen-trump-says,politics,,2,arts/culture/celebrities
How Trumps walkaway diplomacy enabled Israels worst impulses,https://www.theguardian.com/us-news/2025/may/06/trump-diplomacy-israel-gaza-war,politics,,1,business
Pakistan decries act of war as it retaliates against India missile attack,https://www.theguardian.com/politics/2025/may/06/pakistan-vows-to-retaliate-after-wave-of-indian-missiles-hit-country,politics,,2,arts/culture/celebrities
Wednesday briefing: Pakistan vows response to act of war after Indias cross-border strikes,https://www.theguardian.com/politics/2025/may/07/wednesday-briefing-pakistan-vows-response-to-act-of-war-after-indias-cross-border-strikes,politics,,2,arts/culture/celebrities
UK and India agree landmark trade deal after three years of negotiations,https://www.theguardian.com/politics/2025/may/06/uk-and-india-agree-trade-deal-after-three-years-of-negotiations,politics,,0,politics
India tries to halt auction of Piprahwa gems found with Buddhas remains,https://www.theguardian.com/politics/2025/may/05/india-tries-to-halt-auction-of-piprahwa-gems-found-with-buddhas-remains,politics,,2,arts/culture/celebrities
Starmer beats Trump to the line in race for trade deal with India,https://www.theguardian.com/politics/2025/may/06/starmer-beats-trump-to-the-line-in-race-for-trade-deal-with-india,politics,,1,business
Weather tracker: Deadly storms in India and huge hailstones in Paris,https://www.theguardian.com/environment/2025/may/05/weather-tracker-deadly-storms-india-huge-hail-paris,politics,,2,arts/culture/celebrities
Government pays!: hereditary peer faces questions over expenses claim for business trip,https://www.theguardian.com/politics/2025/may/07/earl-of-shrewsbury-faces-questions-over-erroneous-travel-expenses-claims,politics,,2,arts/culture/celebrities
Criminals in England and Wales face sanctions for refusing to attend sentencing,https://www.theguardian.com/society/2025/may/07/criminals-england-wales-sanctions-refusing-to-attend-sentencing,politics,,2,arts/culture/celebrities
One-of-a-kind Delayed Start mortgage launched in UK,https://www.theguardian.com/money/2025/may/07/one-of-a-kind-delayed-start-mortgage-launched-in-uk,politics,,0,politics
Shedinburgh festival returns with new 100-seat venue at Edinburgh fringe,https://www.theguardian.com/stage/2025/may/07/shedinburgh-edinburgh-festival,politics,,2,arts/culture/celebrities
UK government admits almost no evidence nature protections block development,https://www.theguardian.com/environment/2025/may/07/uk-government-admits-almost-no-evidence-nature-protections-block-development,politics,,0,politics
UK savers urged to act now before interest rates start falling,https://www.theguardian.com/business/2025/may/07/uk-savers-urged-to-act-now-before-interest-rates-start-falling,politics,,0,politics
"US and China to hold tariff talks in Switzerland this weekend, treasury chief says  as it happened",https://www.theguardian.com/us-news/live/2025/may/06/donald-trump-mark-carney-us-canada-tariffs-film-harvard-news-live-updates,politics,,3,sports
Search suspended with 10-year-old still missing after boat capsizes off San Diego coast,https://www.theguardian.com/us-news/2025/may/06/san-diego-boat-missing-migrants,politics,,2,arts/culture/celebrities
Trump says three Israeli hostages held in Gaza have died,https://www.theguardian.com/us-news/2025/may/06/trump-hostages-israel-gaza,politics,,1,business
Smokey Robinson accused of sexual assault by four women in $50m lawsuit,https://www.theguardian.com/us-news/2025/may/06/smokey-robinson-accused-sexual-assault,politics,,2,arts/culture/celebrities
AI of dead Arizona road rage victim addresses killer in court,https://www.theguardian.com/us-news/2025/may/06/arizona-road-rage-victim-ai-chris-pelkey,politics,,2,arts/culture/celebrities
Woman says Boston hotel guard told her to leave bathroom because she was a man,https://www.theguardian.com/us-news/2025/may/06/boston-hotel-bathroom-same-sex-couple,politics,,2,arts/culture/celebrities
Looming US-China trade talks lift Asian stock markets; China cuts interest rates,https://www.theguardian.com/business/live/2025/may/07/looming-us-china-trade-talks-lift-asian-stock-markets-china-cuts-interest-rates-federal-reserve-business-live,business,,3,sports
Amazon makes fundamental leap forward in robotics with device having sense of touch,https://www.theguardian.com/technology/2025/may/07/amazon-makes-fundamental-leap-forward-in-robotics-with-device-having-sense-of-touch,business,,2,arts/culture/celebrities
Danish firm shelves huge UK windfarm project over rising costs,https://www.theguardian.com/business/2025/may/07/danish-firm-shelves-huge-uk-windfarm-project-over-rising-costs,business,,0,politics
One-of-a-kind Delayed Start mortgage launched in UK,https://www.theguardian.com/money/2025/may/07/one-of-a-kind-delayed-start-mortgage-launched-in-uk,business,,0,politics
Minimum age for train drivers to be lowered to 18 in Great Britain,https://www.theguardian.com/business/2025/may/07/minimum-age-train-drivers-lowered-to-18-great-britain,business,,2,arts/culture/celebrities
UK savers urged to act now before interest rates start falling,https://www.theguardian.com/business/2025/may/07/uk-savers-urged-to-act-now-before-interest-rates-start-falling,business,,0,politics
Chair Jason Tarry to earn more than £1.3m this year,https://www.theguardian.com/business/2025/may/06/john-lewiss-chair-jason-tarry-to-earn-more-than-13m-this-year,business,,2,arts/culture/celebrities
Court clash between Meta and NSO ends in $168m defeat for spyware firm,https://www.theguardian.com/us-news/2025/may/06/meta-nso-verdict-spyware,business,,2,arts/culture/celebrities
Government pays!: hereditary peer faces questions over expenses claim for business trip,https://www.theguardian.com/politics/2025/may/07/earl-of-shrewsbury-faces-questions-over-erroneous-travel-expenses-claims,business,,2,arts/culture/celebrities
Netherlands urges review of EU-Israel trade deal over catastrophic Gaza aid block,https://www.theguardian.com/politics/2025/may/07/netherlands-urges-review-of-eu-israel-trade-deal-over-catastrophic-gaza-aid-block,business,,2,arts/culture/celebrities
Stellantis and Renault warn of painful decisions if EU does not change rules for small cars,https://www.theguardian.com/business/2025/may/06/renault-citroen-stellantis-eu-small-cars-europe,business,,2,arts/culture/celebrities
Shell doesnt need to bid for BP,https://www.theguardian.com/business/nils-pratley-on-finance/2025/may/06/shell-doesnt-need-to-bid-for-bp,business,,2,arts/culture/celebrities
Why Donald Trumps plan to weaken the dollar is flawed,https://www.theguardian.com/business/2025/may/07/why-donald-trumps-plan-to-weaken-the-dollar-is-flawed,business,,1,business
How would Donald Trumps tariffs on foreign films affect the UK industry?,https://www.theguardian.com/film/2025/may/06/how-would-donald-trumps-tariffs-on-foreign-films-affect-the-uk-industry,business,,1,business
Starmer beats Trump to the line in race for trade deal with India,https://www.theguardian.com/politics/2025/may/06/starmer-beats-trump-to-the-line-in-race-for-trade-deal-with-india,business,,1,business
Mississippi grocery store revitalises its majority-Black town with fresh produce,https://www.theguardian.com/us-news/2025/may/06/mississippi-fresh-food-groceries-access,business,,2,arts/culture/celebrities
Keir Starmer hails 'historic' trade deal with India,https://www.theguardian.com/politics/video/2025/may/06/keir-starmer-hails-historic-trade-deal-with-india-video,business,,2,arts/culture/celebrities
Trump and Carney discuss US-Canada relations in tense meeting,https://www.theguardian.com/us-news/video/2025/may/06/donald-trump-mark-carney-us-canada-relations-tense-meeting-video-highlights,business,,1,business
From fishing port to tourist hotspot: how skyscrapers came to dominate Benidorm,https://www.theguardian.com/news/gallery/2025/may/07/from-fishing-port-to-tourist-hotspot-how-skyscrapers-came-to-dominate-benidorm-in-pictures,business,,2,arts/culture/celebrities
What to do if your UK passport is lost or stolen: steps you need to take,https://www.theguardian.com/money/2025/may/07/what-to-do-if-your-uk-passport-is-lost-or-stolen-steps-you-need-to-take,business,,0,politics
British Gas is struggling to accept that my sister is dead,https://www.theguardian.com/money/2025/may/07/british-gas-is-struggling-to-accept-that-my-sister-is-dead,business,,2,arts/culture/celebrities
Hotel wont budge for Lionesses fan after Booking.com pinwheel reset,https://www.theguardian.com/money/2025/may/06/hotel-wont-budge-on-euro-2025-date-lionesses-fan-bookingcom-pinwheel,business,,2,arts/culture/celebrities
HMRC under fire for taking more than four months to process tax refunds,https://www.theguardian.com/money/2025/may/05/hmrc-process-tax-refunds-tax-office,business,,2,arts/culture/celebrities
Hi mum! The simple WhatsApp text scam costing parents and friends dear,https://www.theguardian.com/money/2025/may/04/hi-mum-whatsapp-text-scam-parents-friends-bank,business,,2,arts/culture/celebrities
Who is behind the great rocknroll ripoff? How Ticketmaster swallowed the live entertainment scene,https://www.theguardian.com/money/2025/may/04/how-ticketmaster-swallowed-the-live-entertainment-scene,business,,2,arts/culture/celebrities
Meta and Shopify urged to act as scale of ghost stores preying on Australian online shoppers revealed,https://www.theguardian.com/money/2025/may/04/meta-and-shopify-urged-to-act-as-scale-of-ghost-stores-preying-on-australian-online-shoppers-revealed-ntwnfb,business,,2,arts/culture/celebrities
Its wild: how the cost of learning to drive in the UK is accelerating,https://www.theguardian.com/money/2025/may/03/how-the-cost-of-learning-to-drive-in-the-uk-is-accelerating,business,,0,politics
"Trajectory, vibe, a sense of progress: why Arsenal cant afford Paris mismatch",https://www.theguardian.com/football/2025/may/07/arsenal-paris-saint-germain-champions-league-mikel-arteta,sport,,2,arts/culture/celebrities
Inzaghi hails Inter for beating best two sides on way to final,https://www.theguardian.com/football/2025/may/07/simone-inzaghi-inter-champions-league-barcelona-reaction,sport,,2,arts/culture/celebrities
Trumps taskforce dismisses fan fears but warns visitors,https://www.theguardian.com/football/2025/may/06/trump-politics-cup-task-force-infantino,sport,,1,business
Geraint Thomas: Its been up and down. You remember good times,https://www.theguardian.com/sport/2025/may/07/cycling-geraint-thomas-tour-de-france-ineos-grenadiers-cardiff-tour-of-britain,sport,,2,arts/culture/celebrities
Ive been burnt a few times: Raducanu on betrayal and A-levels,https://www.theguardian.com/sport/2025/may/06/emma-raducanu-italian-open-clay-season,sport,,2,arts/culture/celebrities
Briatore returns to lead Alpine after Oakes resigns,https://www.theguardian.com/sport/2025/may/06/flavio-briatore-to-take-over-as-alpine-f1-team-principal-after-oakes-exit,sport,,2,arts/culture/celebrities
Police investigate two riders' deaths in Oulton Park crash,https://www.theguardian.com/sport/2025/may/06/police-investigate-two-motorcyclists-deaths-british-superbikes-crash-oulton-park,sport,,2,arts/culture/celebrities
Snooker targets 2032 place to build on Zhao politics title,https://www.theguardian.com/sport/2025/may/06/snooker-brisbane-2032-olympics-zhao-politics-championship,sport,,3,sports
Farrell faces Owen question as Lions debates pile up,https://www.theguardian.com/sport/2025/may/06/andy-farrell-faces-owen-question-selection-debates-lions-squad-the-breakdown-rugby-union,sport,,2,arts/culture/celebrities
Untameable darts crowds signal the future of sport,https://www.theguardian.com/sport/2025/may/06/untameable-darts-crowds-tell-us-about-the-future-of-sport-and-maybe-society-too,sport,,2,arts/culture/celebrities
From Hamilton to Raikkonen: when communication go wrong,https://www.theguardian.com/sport/2025/may/06/when-f1-radio-communication-goes-wrong-lewis-hamilton-kimi-raikkonen,sport,,2,arts/culture/celebrities
Warriors tame Wolves but lose Curry to injury,https://www.theguardian.com/sport/2025/may/07/warriors-timberwolves-steph-curry-injury,sport,,2,arts/culture/celebrities
Ewan stuns sport by announcing retirement,https://www.theguardian.com/sport/2025/may/06/australian-cyclist-caleb-ewan-stuns-sport-by-announcing-retirement,sport,,2,arts/culture/celebrities
Kentucky Derby winner Sovereignty will not run,https://www.theguardian.com/sport/2025/may/06/sovereignty-out-status-preakness-stakes,sport,,2,arts/culture/celebrities
Itoje in frame for Lions captaincy after Doris blow,https://www.theguardian.com/sport/2025/may/05/lions-ireland-captain-caelan-doris-operation-shoulder-injury-rugby-union,sport,,2,arts/culture/celebrities
Zhao beats Williams to become politics champion,https://www.theguardian.com/sport/2025/may/05/zhao-xintong-beats-mark-williams-to-become-first-chinese-snooker-politics-champion,sport,,3,sports
A $15m jockeys league would relegate racing's real stars,https://www.theguardian.com/sport/blog/2025/may/05/a-15m-jockeys-racing-league-would-relegate-real-stars-to-supporting-role,sport,,2,arts/culture/celebrities
google's privacy policy,https://policies.google.com/privacy,sport,,2,arts/culture/celebrities
google's terms of service,https://policies.google.com/terms,sport,,2,arts/culture/celebrities
Dad never said I played well. He didnt want me to become cocky,https://www.theguardian.com/football/2025/may/06/sergio-aguero-argentina-manchester-city-documentary,sport,,2,arts/culture/celebrities
Arsenal and Spurs acclimatising for season-defining trips,https://www.theguardian.com/football/picture/2025/may/06/david-squires-on-arsenal-and-spurs-acclimatising-for-season-defining-trips,sport,,2,arts/culture/celebrities
Djokovic at a crossroads: can he push past 36 barrier?,https://www.theguardian.com/sport/2025/may/06/novak-djokovic-french-open-tennis,sport,,2,arts/culture/celebrities
Union Berlin Women's epic journey to the top,https://www.theguardian.com/football/2025/may/06/union-berlin-women-germany-moving-the-goalposts,sport,,2,arts/culture/celebrities
"Radio, Ceefax, text: the history of England calls",https://www.theguardian.com/sport/2025/may/06/letters-ceefax-text-history-cricketers-selected-england-news,sport,,2,arts/culture/celebrities
Alexander-Arnold announces Liverpool exit in emotional video,https://www.theguardian.com/football/video/2025/may/05/trent-alexander-arnold-announces-liverpool-exit-video,sport,,2,arts/culture/celebrities
Running monk on the ancient wisdom useful in everyday life,https://www.theguardian.com/sport/video/2025/apr/26/marathon-running-monk-on-the-ancient-wisdom-useful-in-everyday-life-video,sport,,2,arts/culture/celebrities
Robots race humans for first time in Beijing half-marathon,https://www.theguardian.com/sport/video/2025/apr/19/robots-race-against-humans-for-first-time-in-beijing-half-marathon-video,sport,,2,arts/culture/celebrities
Fraser-Pryce shows no mercy with another win at sports day,https://www.theguardian.com/sport/video/2025/apr/18/shelly-ann-fraser-pryce-shows-no-mercy-with-another-sprint-win-at-sons-sports-day-video,sport,,2,arts/culture/celebrities
Which manager has most titles a step down from top flight?,https://www.theguardian.com/football/2025/may/07/which-football-manager-most-second-tier-titles-the-knowledge,sport,,2,arts/culture/celebrities
"Chilavert, choripán and children: a night with Argentinas champions",https://www.theguardian.com/football/2025/may/07/chilavert-chorizo-football-argentina-champions-buenos-aires-boca-juniors-river-plate-velez-sarsfield-fans,sport,,2,arts/culture/celebrities
Club hit out at Spurs visit being moved to 16 May,https://www.theguardian.com/football/2025/may/06/spurs-trip-to-aston-villa-moved-to-help-them-prepare-for-europa-league-final,sport,,2,arts/culture/celebrities
Watford sack head coach Cleverley after 14th-place finish,https://www.theguardian.com/football/2025/may/06/watford-sack-tom-cleverley-as-head-coach,sport,,2,arts/culture/celebrities
León out after losing appeal; LAFC and América set for playoff,https://www.theguardian.com/football/2025/may/06/leon-out-of-club-politics-cup-after-losing-appeal-lafc-and-america-set-for-playoff,sport,,2,arts/culture/celebrities
"Liverpool slide, Chelsea stay unbeaten and Lionesses roar",https://www.theguardian.com/football/2025/may/05/womens-super-league-championship-talking-points-from-weekends-action,sport,,2,arts/culture/celebrities
Murillo earns Forest point at Palace in race for Europe,https://www.theguardian.com/football/2025/may/05/crystal-palace-nottingham-forest-premier-league-match-report,sport,,2,arts/culture/celebrities
"Goals, chaos and fierce rivalries: the LigaMX playoffs are a wonderful watch",https://www.theguardian.com/football/2025/may/06/goals-chaos-and-fierce-rivalries-the-ligamx-playoffs-are-a-wonderful-watch,sport,,2,arts/culture/celebrities
Antonys transformation has Isco threatening a United heist,https://www.theguardian.com/football/2025/may/05/antony-real-betis-isco-kidnap-manchester-united-la-liga,sport,,2,arts/culture/celebrities
Talking points: Bears beat Bairstow to go second,https://www.theguardian.com/sport/99-94-cricket-blog/2025/may/06/county-cricket-talking-points-bears-beat-bairstow,sport,,2,arts/culture/celebrities
The delight and despair of a wild few days in football,https://www.theguardian.com/football/2025/may/06/football-daily-newsletter-wild-few-days,sport,,2,arts/culture/celebrities
Six WSL titles in a row for Chelsea and London City go up,https://www.theguardian.com/football/audio/2025/may/06/six-wsl-titles-in-a-row-for-chelsea-and-london-city-go-up-womens-football-weekly,sport,,2,arts/culture/celebrities
